"Date","Secondary Sales"
"2020-12-27",6747
"2020-12-28",6754
"2020-12-29",6763
"2020-12-30",6769
"2020-12-31",6772
"2021-01-01",6774
"2021-01-02",6779
"2021-01-03",6784
"2021-01-04",6794
"2021-01-05",6810
"2021-01-06",6825
"2021-01-07",6840
"2021-01-08",6851
"2021-01-09",6858
"2021-01-10",6878
"2021-01-11",6889
"2021-01-12",6901
"2021-01-13",6910
"2021-01-14",6913
"2021-01-15",6918
"2021-01-16",6926
"2021-01-17",6926
"2021-01-18",6939
"2021-01-19",6943
"2021-01-20",6947
"2021-01-21",6956
"2021-01-22",6962
"2021-01-23",6988
"2021-01-24",7012
"2021-01-25",7031
"2021-01-26",7054
"2021-01-27",7111
"2021-01-28",7121
"2021-01-29",7128
"2021-01-30",7144
"2021-01-31",7152
"2021-02-01",7176
"2021-02-02",7204
"2021-02-03",7232
"2021-02-04",7260
"2021-02-05",7280
"2021-02-06",7288
"2021-02-07",7297
"2021-02-08",7335
"2021-02-09",7376
"2021-02-10",7396
"2021-02-11",7420
"2021-02-12",7432
"2021-02-13",7498
"2021-02-14",7656
"2021-02-15",7744
"2021-02-16",7805
"2021-02-17",7967
"2021-02-18",8071
"2021-02-19",8150
"2021-02-20",8240
"2021-02-21",8469
"2021-02-22",8607
"2021-02-23",8673
"2021-02-24",8718
"2021-02-25",8744
"2021-02-26",8762
"2021-02-27",8798
"2021-02-28",8831
"2021-03-01",8854
"2021-03-02",8881
"2021-03-03",8916
"2021-03-04",8944
"2021-03-05",8991
"2021-03-06",9010
"2021-03-07",9037
"2021-03-08",9066
"2021-03-09",9088
"2021-03-10",9111
"2021-03-11",9217
"2021-03-12",9330
"2021-03-13",9377
"2021-03-14",9434
"2021-03-15",9496
"2021-03-16",9539
"2021-03-17",9582
"2021-03-18",9627
"2021-03-19",9670
"2021-03-20",9713
"2021-03-21",9771
"2021-03-22",9793
"2021-03-23",9838
"2021-03-24",9858
"2021-03-25",9871
"2021-03-26",9886
"2021-03-27",9930
"2021-03-28",9971
"2021-03-29",9988
"2021-03-30",10046
"2021-03-31",10071
"2021-04-01",10096
"2021-04-02",10105
"2021-04-03",10121
"2021-04-04",10141
"2021-04-05",10182
"2021-04-06",10211
"2021-04-07",10237
"2021-04-08",10386
"2021-04-09",10459
"2021-04-10",10493
"2021-04-11",10543
"2021-04-12",10602
"2021-04-13",10669
"2021-04-14",10712
"2021-04-15",10763
"2021-04-16",10801
"2021-04-17",10836
"2021-04-18",10858
"2021-04-19",10881
"2021-04-20",10918
"2021-04-21",10945
"2021-04-22",10976
"2021-04-23",11010
"2021-04-24",11030
"2021-04-25",11045
"2021-04-26",11076
"2021-04-27",11114
"2021-04-28",11143
"2021-04-29",11165
"2021-04-30",11189
"2021-05-01",11211
"2021-05-02",11243
"2021-05-03",11396
"2021-05-04",11451
"2021-05-05",11474
"2021-05-06",11492
"2021-05-07",11507
"2021-05-08",11528
"2021-05-09",11549
"2021-05-10",11567
"2021-05-11",11604
"2021-05-12",11630
"2021-05-13",11674
"2021-05-14",11693
"2021-05-15",11707
"2021-05-16",11717
"2021-05-17",11726
"2021-05-18",11731
"2021-05-19",11742
"2021-05-20",11751
"2021-05-21",11760
"2021-05-22",11774
"2021-05-23",11784
"2021-05-24",11800
"2021-05-25",11810
"2021-05-26",11823
"2021-05-27",11832
"2021-05-28",11844
"2021-05-29",11852
"2021-05-30",11863
"2021-05-31",11867
"2021-06-01",11873
"2021-06-02",11883
"2021-06-03",11891
"2021-06-04",11895
"2021-06-05",11895
"2021-06-06",11899
"2021-06-07",11905
"2021-06-08",11915
"2021-06-09",11919
"2021-06-10",11932
"2021-06-11",11949
"2021-06-12",11953
"2021-06-13",11956
"2021-06-14",11959
"2021-06-15",11969
"2021-06-16",11982
"2021-06-17",11996
"2021-06-18",12003
"2021-06-19",12006
"2021-06-20",12014
"2021-06-21",12023
"2021-06-22",12034
"2021-06-23",12047
"2021-06-24",12055
"2021-06-25",12076
"2021-06-26",12091
"2021-06-27",12103
"2021-06-28",12132
"2021-06-29",12231
"2021-06-30",12251
"2021-07-01",12272
"2021-07-02",12331
"2021-07-03",12344
"2021-07-04",12412
"2021-07-05",12488
"2021-07-06",12515
"2021-07-07",12556
"2021-07-08",12582
"2021-07-09",12629
"2021-07-10",12650
"2021-07-11",12696
"2021-07-12",12728
"2021-07-13",12768
"2021-07-14",12792
"2021-07-15",12815
"2021-07-16",12856
"2021-07-17",12897
"2021-07-18",12924
"2021-07-19",12944
"2021-07-20",12961
"2021-07-21",12982
"2021-07-22",12996
"2021-07-23",13013
"2021-07-24",13032
"2021-07-25",13051
"2021-07-26",13101
"2021-07-27",13130
"2021-07-28",13152
"2021-07-29",13193
"2021-07-30",13405
"2021-07-31",13657
"2021-08-01",13885
"2021-08-02",13925
"2021-08-03",13997
"2021-08-04",14121
"2021-08-05",14326
"2021-08-06",14524
"2021-08-07",14571
"2021-08-08",14602
"2021-08-09",14626
"2021-08-10",14666
"2021-08-11",14704
"2021-08-12",14730
"2021-08-13",14742
"2021-08-14",14761
"2021-08-15",14787
"2021-08-16",14804
"2021-08-17",14823
"2021-08-18",14845
"2021-08-19",14869
"2021-08-20",14912
"2021-08-21",14945
"2021-08-22",14980
"2021-08-23",15305
"2021-08-24",15397
"2021-08-25",15463
"2021-08-26",15500
"2021-08-27",15675
"2021-08-28",15955
"2021-08-29",16042
"2021-08-30",16072
"2021-08-31",16095
"2021-09-01",16118
"2021-09-02",16139
"2021-09-03",16160
"2021-09-04",16179
"2021-09-05",16188
"2021-09-06",16201
"2021-09-07",16216
"2021-09-08",16221
"2021-09-09",16226
"2021-09-10",16235
"2021-09-11",16243
"2021-09-12",16252
"2021-09-13",16263
"2021-09-14",16269
"2021-09-15",16283
"2021-09-16",16363
"2021-09-17",16370
"2021-09-18",16371
"2021-09-19",16378
"2021-09-20",16387
"2021-09-21",16397
"2021-09-22",16407
"2021-09-23",16425
"2021-09-24",16453
"2021-09-25",16477
"2021-09-26",16487
"2021-09-27",16494
"2021-09-28",16510
"2021-09-29",16530
"2021-09-30",16570
"2021-10-01",16614
"2021-10-02",16630
"2021-10-03",16639
"2021-10-04",16666
"2021-10-05",16680
"2021-10-06",16686
"2021-10-07",16691
"2021-10-08",16700
"2021-10-09",16703
"2021-10-10",16707
"2021-10-11",16713
"2021-10-12",16722
"2021-10-13",16727
"2021-10-14",16734
"2021-10-15",16742
"2021-10-16",16750
"2021-10-17",16762
"2021-10-18",16767
"2021-10-19",16776
"2021-10-20",16789
"2021-10-21",16800
"2021-10-22",16809
"2021-10-23",16823
"2021-10-24",16831
"2021-10-25",16842
"2021-10-26",16850
"2021-10-27",16858
"2021-10-28",16871
"2021-10-29",16887
"2021-10-30",16894
"2021-10-31",16899
"2021-11-01",16908
"2021-11-02",16913
"2021-11-03",16924
"2021-11-04",16933
"2021-11-05",16935
"2021-11-06",16948
"2021-11-07",16958
"2021-11-08",16970
"2021-11-09",16980
"2021-11-10",16995
"2021-11-11",17006
"2021-11-12",17015
"2021-11-13",17025
"2021-11-14",17048
"2021-11-15",17063
"2021-11-16",17073
"2021-11-17",17083
"2021-11-18",17092
"2021-11-19",17098
"2021-11-20",17104
"2021-11-21",17112
"2021-11-22",17120
"2021-11-23",17124
"2021-11-24",17124
"2021-11-25",17124
